,Year,Category,Prize,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country
490,1977,Chemistry,The Nobel Prize in Chemistry 1977,1/1,250,Individual,Ilya Prigogine,1917-01-25,Moscow,Russia,Male,Université Libre de Bruxelles,Brussels,Belgium
492,1977,Economics,The Sveriges Riksbank Prize in Economic Sciences 1977,1/2,689,Individual,Bertil Ohlin,1899-04-23,Klippan,Sweden,Male,Stockholm School of Economics,Stockholm,Sweden
493,1977,Economics,The Sveriges Riksbank Prize in Economic Sciences 1977,1/2,690,Individual,James E. Meade,1907-06-23,Swanage,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
494,1977,Literature,The Nobel Prize in Literature 1977,1/1,653,Individual,Vicente Aleixandre,1898-04-26,Sevilla,Spain,Male,Self,Self,Self
495,1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,1/4,411,Individual,Roger Guillemin,1924-01-11,Dijon,France,Male,The Salk Institute,"San Diego, CA",United States of America
496,1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,1/4,412,Individual,Andrew V. Schally,1926-11-30,Wilno (Vilnius),Poland (Lithuania),Male,Veterans Administration Hospital,"New Orleans, LA",United States of America
497,1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,1/2,413,Individual,Rosalyn Yalow,1921-07-19,"New York, NY",United States of America,Female,Veterans Administration Hospital,"Bronx, NY",United States of America
499,1977,Physics,The Nobel Prize in Physics 1977,1/3,107,Individual,Philip Warren Anderson,1923-12-13,"Indianapolis, IN",United States of America,Male,Bell Telephone Laboratories,"Murray Hill, NJ",United States of America
500,1977,Physics,The Nobel Prize in Physics 1977,1/3,108,Individual,Sir Nevill Francis Mott,1905-09-30,Leeds,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
501,1977,Physics,The Nobel Prize in Physics 1977,1/3,109,Individual,John Hasbrouck van Vleck,1899-03-13,"Middletown, CT",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
502,1978,Chemistry,The Nobel Prize in Chemistry 1978,1/1,251,Individual,Peter D. Mitchell,1920-09-29,Mitcham,United Kingdom,Male,Glynn Research Laboratories,Bodmin,United Kingdom
503,1978,Economics,The Sveriges Riksbank Prize in Economic Sciences 1978,1/1,691,Individual,Herbert A. Simon,1916-06-15,"Milwaukee, WI",United States of America,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America
504,1978,Literature,The Nobel Prize in Literature 1978,1/1,654,Individual,Isaac Bashevis Singer,1904-07-14,Leoncin,Russian Empire (Poland),Male,Self,Self,Self
505,1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,1/3,414,Individual,Werner Arber,1929-06-03,Gränichen,Switzerland,Male,Biozentrum der Universität,Basel,Switzerland
506,1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,1/3,415,Individual,Daniel Nathans,1928-10-30,"Wilmington, DE",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America
507,1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,1/3,416,Individual,Hamilton O. Smith,1931-08-23,"New York, NY",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America
508,1978,Peace,The Nobel Peace Prize 1978,1/2,538,Individual,Mohamed Anwar al-Sadat,1918-12-25,Mit Abu al-Kawm,Egypt,Male,Self,Self,Self
509,1978,Peace,The Nobel Peace Prize 1978,1/2,539,Individual,Menachem Begin,1913-08-16,Brest Litovsk,Russian Empire (Belarus),Male,Self,Self,Self
510,1978,Physics,The Nobel Prize in Physics 1978,1/2,110,Individual,Pyotr Leonidovich Kapitsa,1894-07-09,Kronshtadt,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics
511,1978,Physics,The Nobel Prize in Physics 1978,1/4,111,Individual,Arno Allan Penzias,1933-04-26,Munich,Germany,Male,Bell Laboratories,"Holmdel, NJ",United States of America
512,1978,Physics,The Nobel Prize in Physics 1978,1/4,112,Individual,Robert Woodrow Wilson,1936-01-10,"Houston, TX",United States of America,Male,Bell Laboratories,"Holmdel, NJ",United States of America
513,1979,Chemistry,The Nobel Prize in Chemistry 1979,1/2,252,Individual,Herbert C. Brown,1912-05-22,London,United Kingdom,Male,Purdue University,"West Lafayette, IN",United States of America
514,1979,Chemistry,The Nobel Prize in Chemistry 1979,1/2,253,Individual,Georg Wittig,1897-06-16,Berlin,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany
515,1979,Economics,The Sveriges Riksbank Prize in Economic Sciences 1979,1/2,692,Individual,Theodore W. Schultz,1902-04-30,"Arlington, SD",United States of America,Male,University of Chicago,"Chicago, IL",United States of America
516,1979,Economics,The Sveriges Riksbank Prize in Economic Sciences 1979,1/2,693,Individual,Sir Arthur Lewis,1915-01-23,Castries,British West Indies (Saint Lucia),Male,Princeton University,"Princeton, NJ",United States of America
517,1979,Literature,The Nobel Prize in Literature 1979,1/1,655,Individual,Odysseus Elytis,1911-11-02,Iráklion,Crete (Greece),Male,Self,Self,Self
518,1979,Medicine,The Nobel Prize in Physiology or Medicine 1979,1/2,417,Individual,Allan M. Cormack,1924-02-23,Johannesburg,South Africa,Male,Tufts University,"Medford, MA",United States of America
519,1979,Medicine,The Nobel Prize in Physiology or Medicine 1979,1/2,418,Individual,Godfrey N. Hounsfield,1919-08-28,Newark,United Kingdom,Male,"Central Research Laboratories, EMI",London,United Kingdom
520,1979,Peace,The Nobel Peace Prize 1979,1/1,540,Individual,Mother Teresa,1910-08-26,Uskup (Skopje),Ottoman Empire (Republic of Macedonia),Female,Self,Self,Self
521,1979,Physics,The Nobel Prize in Physics 1979,1/3,113,Individual,Sheldon Lee Glashow,1932-12-05,"New York, NY",United States of America,Male,"Harvard University, Lyman Laboratory","Cambridge, MA",United States of America
522,1979,Physics,The Nobel Prize in Physics 1979,1/3,114,Individual,Abdus Salam,1926-01-29,Jhang Maghi&#257;na,India (Pakistan),Male,International Centre for Theoretical Physics,Trieste,Italy
524,1979,Physics,The Nobel Prize in Physics 1979,1/3,115,Individual,Steven Weinberg,1933-05-03,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
526,1980,Chemistry,The Nobel Prize in Chemistry 1980,1/2,254,Individual,Paul Berg,1926-06-30,"New York, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America
527,1980,Chemistry,The Nobel Prize in Chemistry 1980,1/4,255,Individual,Walter Gilbert,1932-03-21,"Boston, MA",United States of America,Male,"Harvard University, Biological Laboratories","Cambridge, MA",United States of America
528,1980,Economics,The Sveriges Riksbank Prize in Economic Sciences 1980,1/1,694,Individual,Lawrence R. Klein,1920-09-14,"Omaha, NE",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America
529,1980,Literature,The Nobel Prize in Literature 1980,1/1,657,Individual,Czeslaw Milosz,1911-06-30,&#346;eteniai,Russian Empire (Lithuania),Male,Self,Self,Self
530,1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,1/3,419,Individual,Baruj Benacerraf,1920-10-29,Caracas,Venezuela,Male,Harvard Medical School,"Boston, MA",United States of America
531,1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,1/3,420,Individual,Jean Dausset,1916-10-19,Toulouse,France,Male,"Université de Paris, Laboratoire Immuno-Hématologie",Paris,France
532,1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,1/3,421,Individual,George D. Snell,1903-12-19,"Bradford, MA",United States of America,Male,Jackson Laboratory,"Bar Harbor, ME",United States of America
533,1980,Peace,The Nobel Peace Prize 1980,1/1,541,Individual,Adolfo Pérez Esquivel,1931-11-26,Buenos Aires,Argentina,Male,Self,Self,Self
534,1980,Physics,The Nobel Prize in Physics 1980,1/2,116,Individual,James Watson Cronin,1931-09-29,"Chicago, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America
535,1980,Physics,The Nobel Prize in Physics 1980,1/2,117,Individual,Val Logsdon Fitch,1923-03-10,"Merriman, NE",United States of America,Male,Princeton University,"Princeton, NJ",United States of America
536,1981,Chemistry,The Nobel Prize in Chemistry 1981,1/2,257,Individual,Kenichi Fukui,1918-10-04,Nara,Japan,Male,Kyoto University,Kyoto,Japan
537,1981,Chemistry,The Nobel Prize in Chemistry 1981,1/2,258,Individual,Roald Hoffmann,1937-07-18,Zloczov,Poland (Ukraine),Male,Cornell University,"Ithaca, NY",United States of America
538,1981,Economics,The Sveriges Riksbank Prize in Economic Sciences 1981,1/1,695,Individual,James Tobin,1918-03-05,"Champaign, IL",United States of America,Male,Yale University,"New Haven, CT",United States of America
539,1981,Literature,The Nobel Prize in Literature 1981,1/1,658,Individual,Elias Canetti,1905-07-25,Ruse,Bulgaria,Male,Self,Self,Self
540,1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,1/2,422,Individual,Roger W. Sperry,1913-08-20,"Hartford, CT",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
541,1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,1/4,423,Individual,David H. Hubel,1926-02-27,"Windsor, ON",Canada,Male,Harvard Medical School,"Boston, MA",United States of America
542,1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,1/4,424,Individual,Torsten N. Wiesel,1924-06-03,Uppsala,Sweden,Male,Harvard Medical School,"Boston, MA",United States of America
544,1981,Physics,The Nobel Prize in Physics 1981,1/4,118,Individual,Nicolaas Bloembergen,1920-03-11,Dordrecht,Netherlands,Male,Harvard University,"Cambridge, MA",United States of America
545,1981,Physics,The Nobel Prize in Physics 1981,1/4,119,Individual,Arthur Leonard Schawlow,1921-05-05,"Mount Verno, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America
546,1981,Physics,The Nobel Prize in Physics 1981,1/2,120,Individual,Kai M. Siegbahn,1918-04-20,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden
547,1982,Chemistry,The Nobel Prize in Chemistry 1982,1/1,259,Individual,Aaron Klug,1926-08-11,Zelvas,Lithuania,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
548,1982,Economics,The Sveriges Riksbank Prize in Economic Sciences 1982,1/1,696,Individual,George J. Stigler,1911-01-17,"Renton, WA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America
549,1982,Literature,The Nobel Prize in Literature 1982,1/1,659,Individual,Gabriel García Márquez,1927-03-06,Aracataca,Colombia,Male,Self,Self,Self
550,1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,1/3,425,Individual,Sune K. Bergström,1916-01-10,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden
551,1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,1/3,426,Individual,Bengt I. Samuelsson,1934-05-21,Halmstad,Sweden,Male,Karolinska Institutet,Stockholm,Sweden
552,1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,1/3,427,Individual,John R. Vane,1927-03-29,Tardebigg,United Kingdom,Male,The Wellcome Research Laboratories,Beckenham,United Kingdom
553,1982,Peace,The Nobel Peace Prize 1982,1/2,543,Individual,Alva Myrdal,1902-01-31,Uppsala,Sweden,Female,Self,Self,Self
554,1982,Peace,The Nobel Peace Prize 1982,1/2,544,Individual,Alfonso García Robles,1911-03-20,Zamora,Mexico,Male,Self,Self,Self
555,1982,Physics,The Nobel Prize in Physics 1982,1/1,121,Individual,Kenneth G. Wilson,1936-06-08,"Waltham, MA",United States of America,Male,Cornell University,"Ithaca, NY",United States of America
556,1983,Chemistry,The Nobel Prize in Chemistry 1983,1/1,260,Individual,Henry Taube,1915-11-30,Neudorf,Canada,Male,Stanford University,"Stanford, CA",United States of America
557,1983,Economics,The Sveriges Riksbank Prize in Economic Sciences 1983,1/1,697,Individual,Gerard Debreu,1921-07-04,Calais,France,Male,University of California,"Berkeley, CA",United States of America
558,1983,Literature,The Nobel Prize in Literature 1983,1/1,660,Individual,William Golding,1911-09-19,St. Columb Minor,United Kingdom,Male,Self,Self,Self
559,1983,Medicine,The Nobel Prize in Physiology or Medicine 1983,1/1,428,Individual,Barbara McClintock,1902-06-16,"Hartford, CT",United States of America,Female,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",United States of America
560,1983,Peace,The Nobel Peace Prize 1983,1/1,545,Individual,Lech Walesa,1943-09-29,Popowo,Poland,Male,Self,Self,Self
561,1983,Physics,The Nobel Prize in Physics 1983,1/2,122,Individual,Subramanyan Chandrasekhar,1910-10-19,Lahore,India (Pakistan),Male,University of Chicago,"Chicago, IL",United States of America
562,1983,Physics,The Nobel Prize in Physics 1983,1/2,123,Individual,William Alfred Fowler,1911-08-09,"Pittsburgh, PA",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
563,1984,Chemistry,The Nobel Prize in Chemistry 1984,1/1,261,Individual,Robert Bruce Merrifield,1921-07-15,"Fort Worth, TX",United States of America,Male,Rockefeller University,"New York, NY",United States of America
564,1984,Economics,The Sveriges Riksbank Prize in Economic Sciences 1984,1/1,698,Individual,Richard Stone,1913-08-30,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
565,1984,Literature,The Nobel Prize in Literature 1984,1/1,661,Individual,Jaroslav Seifert,1901-09-23,Prague,Austria-Hungary (Czech Republic),Male,Self,Self,Self
566,1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,1/3,429,Individual,Niels K. Jerne,1911-12-23,London,United Kingdom,Male,Basel Institute for Immunology,Basel,Switzerland
567,1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,1/3,430,Individual,Georges J.F. Köhler,1946-04-17,Munich,Germany,Male,Basel Institute for Immunology,Basel,Switzerland
568,1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,1/3,431,Individual,César Milstein,1927-10-08,Bahia Blanca,Argentina,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
569,1984,Peace,The Nobel Peace Prize 1984,1/1,546,Individual,Desmond Mpilo Tutu,1931-10-07,Klerksdorp,South Africa,Male,Self,Self,Self
570,1984,Physics,The Nobel Prize in Physics 1984,1/2,124,Individual,Carlo Rubbia,1934-03-31,Gorizia,Italy,Male,CERN,Geneva,Switzerland
571,1984,Physics,The Nobel Prize in Physics 1984,1/2,125,Individual,Simon van der Meer,1925-11-24,the Hague,Netherlands,Male,CERN,Geneva,Switzerland
572,1985,Chemistry,The Nobel Prize in Chemistry 1985,1/2,262,Individual,Herbert A. Hauptman,1917-02-14,"New York, NY",United States of America,Male,The Medical Foundation of Buffalo,"Buffalo, NY",United States of America
573,1985,Chemistry,The Nobel Prize in Chemistry 1985,1/2,263,Individual,Jerome Karle,1918-06-18,"New York, NY",United States of America,Male,US Naval Research Laboratory,"Washington, DC",United States of America
574,1985,Economics,The Sveriges Riksbank Prize in Economic Sciences 1985,1/1,699,Individual,Franco Modigliani,1918-06-18,Rome,Italy,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
575,1985,Literature,The Nobel Prize in Literature 1985,1/1,662,Individual,Claude Simon,1913-10-10,Tananarive (Antananarivo),Madagascar,Male,Self,Self,Self
576,1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,1/2,432,Individual,Michael S. Brown,1941-04-13,"New York, NY",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America
577,1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,1/2,433,Individual,Joseph L. Goldstein,1940-04-18,"Sumter, SC",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America
579,1985,Physics,The Nobel Prize in Physics 1985,1/1,126,Individual,Klaus von Klitzing,1943-06-28,Schroda,German-occupied Poland (Poland),Male,Max-Planck-Institut für Festkörperforschung,Stuttgart,Federal Republic of Germany
580,1986,Chemistry,The Nobel Prize in Chemistry 1986,1/3,264,Individual,Dudley R. Herschbach,1932-06-18,"San José, CA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
581,1986,Chemistry,The Nobel Prize in Chemistry 1986,1/3,265,Individual,Yuan T. Lee,1936-11-19,Hsinchu,Taiwan,Male,University of California,"Berkeley, CA",United States of America
582,1986,Chemistry,The Nobel Prize in Chemistry 1986,1/3,266,Individual,John C. Polanyi,1929-01-23,Berlin,Germany,Male,University of Toronto,Toronto,Canada
583,1986,Economics,The Sveriges Riksbank Prize in Economic Sciences 1986,1/1,700,Individual,James M. Buchanan Jr.,1919-10-03,"Murfreesboro, TN",United States of America,Male,Center for Study of Public Choice,"Fairfax, VA",United States of America
584,1986,Literature,The Nobel Prize in Literature 1986,1/1,663,Individual,Wole Soyinka,1934-07-13,Abeokuta,Nigeria,Male,Self,Self,Self
585,1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,1/2,434,Individual,Stanley Cohen,1922-11-17,"Brooklyn, NY",United States of America,Male,Vanderbilt University School of Medicine,"Nashville, TN",United States of America
586,1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,1/2,435,Individual,Rita Levi-Montalcini,1909-04-22,Turin,Italy,Female,Institute of Cell Biology of the C.N.R.,Rome,Italy
587,1986,Peace,The Nobel Peace Prize 1986,1/1,548,Individual,Elie Wiesel,1928-09-30,Sighet,Romania,Male,Self,Self,Self
588,1986,Physics,The Nobel Prize in Physics 1986,1/2,127,Individual,Ernst Ruska,1906-12-25,Heidelberg,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Federal Republic of Germany
589,1986,Physics,The Nobel Prize in Physics 1986,1/4,128,Individual,Gerd Binnig,1947-07-20,Frankfurt-on-the-Main,West Germany (Germany),Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
590,1986,Physics,The Nobel Prize in Physics 1986,1/4,129,Individual,Heinrich Rohrer,1933-06-06,Buchs,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
591,1987,Chemistry,The Nobel Prize in Chemistry 1987,1/3,267,Individual,Donald J. Cram,1919-04-22,"Chester, VT",United States of America,Male,University of California,"Los Angeles, CA",United States of America
592,1987,Chemistry,The Nobel Prize in Chemistry 1987,1/3,268,Individual,Jean-Marie Lehn,1939-09-30,Rosheim,France,Male,Université Louis Pasteur,Strasbourg,France
594,1987,Chemistry,The Nobel Prize in Chemistry 1987,1/3,269,Individual,Charles J. Pedersen,1904-10-03,Pusan,Korea (South Korea),Male,Du Pont,"Wilmington, DE",United States of America
595,1987,Economics,The Sveriges Riksbank Prize in Economic Sciences 1987,1/1,701,Individual,Robert M. Solow,1924-08-23,"Brooklyn, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
596,1987,Literature,The Nobel Prize in Literature 1987,1/1,664,Individual,Joseph Brodsky,1940-05-24,Leningrad (Saint Petersburg),Union of Soviet Socialist Republics (Russia),Male,Self,Self,Self
597,1987,Medicine,The Nobel Prize in Physiology or Medicine 1987,1/1,436,Individual,Susumu Tonegawa,1939-09-06,Nagoya,Japan,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
598,1987,Peace,The Nobel Peace Prize 1987,1/1,549,Individual,Oscar Arias Sánchez,1941-09-13,Heredia,Costa Rica,Male,Self,Self,Self
599,1987,Physics,The Nobel Prize in Physics 1987,1/2,130,Individual,J. Georg Bednorz,1950-05-16,Neuenkirchen,West Germany (Germany),Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
600,1987,Physics,The Nobel Prize in Physics 1987,1/2,131,Individual,K. Alexander Müller,1927-04-20,Basel,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
601,1988,Chemistry,The Nobel Prize in Chemistry 1988,1/3,270,Individual,Johann Deisenhofer,1943-09-30,Zusamaltheim,Germany,Male,University of Texas Southwestern Medical Center at Dallas,Maryland,USA
603,1988,Chemistry,The Nobel Prize in Chemistry 1988,1/3,271,Individual,Robert Huber,1937-02-20,Munich,Germany,Male,Max-Planck-Institut für Biochemie,Martinsried,Federal Republic of Germany
604,1988,Chemistry,The Nobel Prize in Chemistry 1988,1/3,272,Individual,Hartmut Michel,1948-07-18,Ludwigsburg,West Germany (Germany),Male,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Federal Republic of Germany
605,1988,Economics,The Sveriges Riksbank Prize in Economic Sciences 1988,1/1,702,Individual,Maurice Allais,1911-05-31,Paris,France,Male,École Nationale Supérieur des Mines de Paris,Paris,France
606,1988,Literature,The Nobel Prize in Literature 1988,1/1,665,Individual,Naguib Mahfouz,1911-12-11,Cairo,Egypt,Male,Self,Self,Self
607,1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,1/3,437,Individual,Sir James W. Black,1924-06-14,Uddingston,Scotland,Male,"London University, King's College Hospital Medical School",London,United Kingdom
608,1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,1/3,438,Individual,Gertrude B. Elion,1918-01-23,"New York, NY",United States of America,Female,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America
609,1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,1/3,439,Individual,George H. Hitchings,1905-04-18,"Hoquiam, WA",United States of America,Male,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America
611,1988,Physics,The Nobel Prize in Physics 1988,1/3,132,Individual,Leon M. Lederman,1922-07-15,"New York, NY",United States of America,Male,Fermi National Accelerator Laboratory,"Batavia, IL",United States of America
612,1988,Physics,The Nobel Prize in Physics 1988,1/3,133,Individual,Melvin Schwartz,1932-11-02,"New York, NY",United States of America,Male,"Digital Pathways, Inc.","Mountain View, CA",United States of America
613,1988,Physics,The Nobel Prize in Physics 1988,1/3,134,Individual,Jack Steinberger,1921-05-25,Bad Kissingen,Germany,Male,CERN,Geneva,Switzerland
614,1989,Chemistry,The Nobel Prize in Chemistry 1989,1/2,273,Individual,Sidney Altman,1939-05-07,Montreal,Canada,Male,Yale University,"New Haven, CT",United States of America
615,1989,Chemistry,The Nobel Prize in Chemistry 1989,1/2,274,Individual,Thomas R. Cech,1947-12-08,"Chicago, IL",United States of America,Male,University of Colorado,"Boulder, CO",United States of America
616,1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,1/1,703,Individual,Trygve Haavelmo,1911-12-13,Skedsmo,Norway,Male,University of Oslo,Oslo,Norway
617,1989,Literature,The Nobel Prize in Literature 1989,1/1,666,Individual,Camilo José Cela,1916-05-11,Iria Flavia,Spain,Male,Self,Self,Self
618,1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,1/2,440,Individual,J. Michael Bishop,1936-02-22,"York, PA",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America
619,1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,1/2,441,Individual,Harold E. Varmus,1939-12-18,"Oceanside, NY",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America
620,1989,Peace,The Nobel Peace Prize 1989,1/1,551,Individual,The 14th Dalai Lama (Tenzin Gyatso),1935-07-06,Taktser,Tibet (People's Republic of China),Male,Self,Self,Self
621,1989,Physics,The Nobel Prize in Physics 1989,1/2,135,Individual,Norman F. Ramsey,1915-08-27,"Washington, DC",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
622,1989,Physics,The Nobel Prize in Physics 1989,1/4,136,Individual,Hans G. Dehmelt,1922-09-09,Görlitz,Prussia (Germany),Male,University of Washington,"Seattle, WA",United States of America
623,1989,Physics,The Nobel Prize in Physics 1989,1/4,137,Individual,Wolfgang Paul,1913-08-10,Lorenzkirch,Germany,Male,University of Bonn,Bonn,Federal Republic of Germany
624,1990,Chemistry,The Nobel Prize in Chemistry 1990,1/1,275,Individual,Elias James Corey,1928-07-12,"Methuen, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
625,1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,1/3,704,Individual,Harry M. Markowitz,1927-08-24,"Chicago, IL",United States of America,Male,City University of New York,"New York, NY",United States of America
626,1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,1/3,705,Individual,Merton H. Miller,1923-05-16,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America
627,1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,1/3,706,Individual,William F. Sharpe,1934-06-16,"Boston, MA",United States of America,Male,Stanford University,"Stanford, CA",United States of America
628,1990,Literature,The Nobel Prize in Literature 1990,1/1,667,Individual,Octavio Paz,1914-03-31,Mexico City,Mexico,Male,Self,Self,Self
629,1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,1/2,442,Individual,Joseph E. Murray,1919-04-01,"Milford, MA",United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America
630,1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,1/2,443,Individual,E. Donnall Thomas,1920-03-15,"Mart, TX",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America
631,1990,Peace,The Nobel Peace Prize 1990,1/1,552,Individual,Mikhail Sergeyevich Gorbachev,1931-03-02,Privolnoye,Union of Soviet Socialist Republics (Russia),Male,Self,Self,Self
632,1990,Physics,The Nobel Prize in Physics 1990,1/3,138,Individual,Jerome I. Friedman,1930-03-28,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
633,1990,Physics,The Nobel Prize in Physics 1990,1/3,139,Individual,Henry W. Kendall,1926-12-09,"Boston, MA",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
634,1990,Physics,The Nobel Prize in Physics 1990,1/3,140,Individual,Richard E. Taylor,1929-11-02,"Medicine Hat, Alberta",Canada,Male,Stanford University,"Stanford, CA",United States of America
635,1991,Chemistry,The Nobel Prize in Chemistry 1991,1/1,276,Individual,Richard R. Ernst,1933-08-14,Winterthur,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
636,1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,1/1,707,Individual,Ronald H. Coase,1910-12-29,Willesden,United Kingdom,Male,University of Chicago,"Chicago, IL",United States of America
637,1991,Literature,The Nobel Prize in Literature 1991,1/1,668,Individual,Nadine Gordimer,1923-11-20,Springs,South Africa,Female,Self,Self,Self
638,1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,1/2,444,Individual,Erwin Neher,1944-03-20,Landsberg,Germany,Male,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Federal Republic of Germany
639,1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,1/2,445,Individual,Bert Sakmann,1942-06-12,Stuttgart,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany
640,1991,Peace,The Nobel Peace Prize 1991,1/1,553,Individual,Aung San Suu Kyi,1945-06-19,Rangoon (Yangon),Burma (Myanmar),Female,Self,Self,Self
641,1991,Physics,The Nobel Prize in Physics 1991,1/1,141,Individual,Pierre-Gilles de Gennes,1932-10-24,Paris,France,Male,Collège de France,Paris,France
642,1992,Chemistry,The Nobel Prize in Chemistry 1992,1/1,277,Individual,Rudolph A. Marcus,1923-07-21,Montreal,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
643,1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,1/1,708,Individual,Gary S. Becker,1930-12-02,"Pottsville, PA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America
644,1992,Literature,The Nobel Prize in Literature 1992,1/1,669,Individual,Derek Walcott,1930-01-23,Castries,Saint Lucia,Male,Self,Self,Self
645,1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,1/2,446,Individual,Edmond H. Fischer,1920-04-06,Shanghai,China,Male,University of Washington,"Seattle, WA",United States of America
